"Time Window","SYN Rate","SYN Percentage","Port Spread","ACK Response Rate","Source Diversity","Scan Intensity","Risk Assessment","Scan Archetype","Suggested Action","Explanation"
"extended","very high","overwhelming","many","complete response","highly distributed","Very High","none","likely benign","Monitor only","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; highly distributed sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","overwhelming","broad sweep","no response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; broad port sweep; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","overwhelming","broad sweep","no response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; broad port sweep; minimal ACK responses"
"extended","very high","overwhelming","broad sweep","no response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; broad port sweep; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","overwhelming","broad sweep","minimal response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; broad port sweep; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","overwhelming","broad sweep","minimal response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; broad port sweep; minimal ACK responses"
"extended","very high","overwhelming","broad sweep","minimal response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; broad port sweep; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","overwhelming","broad sweep","partial response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; broad port sweep; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","broad sweep","partial response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; broad port sweep"
"extended","very high","overwhelming","broad sweep","partial response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; broad port sweep; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","broad sweep","widespread response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; broad port sweep; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","broad sweep","widespread response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; broad port sweep"
"extended","very high","overwhelming","broad sweep","widespread response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; broad port sweep; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","broad sweep","broad response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; broad port sweep; single/few sources; = classic scan pattern"
